APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO
42;20;2;1;0;0
16;15;0;0;1;0
9;4;1;0;0;1
8;11;0;0;0;0
5;6;1;0;5;4
12;17;0;0;0;1
5;2;0;0;0;0
22;27;7;12;15;16
37;19;7;5;13;13
138;144;0;0;0;0
38;26;1;1;0;0
15;16;3;3;7;2
8;8;2;2;9;2
15;0;5;0;10;0
150;154;4;4;1;3
30;28;1;1;0;0
6;4;2;3;2;1
54;36;4;0;1;1
6;7;0;0;1;4
53;25;1;6;0;0
9;8;1;0;0;0
13;26;6;14;7;9
30;18;3;3;0;0
30;37;4;7;22;17
66;89;5;6;4;1
15;8;0;2;0;0
10;7;0;0;0;0
79;0;43;0;40;0
10;18;0;1;0;0
8;8;0;0;0;0
0;1;1;0;0;0
57;41;1;3;1;0
78;83;4;0;0;0
93;64;12;4;8;3
11;1;0;0;0;0
10;6;1;0;0;0
8;5;0;0;0;0
19;12;0;0;0;0
45;33;6;2;4;1
12;18;1;1;0;0
8;6;0;2;4;4
56;42;4;0;2;0
717;692;20;9;0;0
52;35;0;1;6;1
323;279;12;3;1;0
361;316;5;4;3;4
159;137;5;4;4;3
96;98;0;1;1;0
528;418;19;11;0;2
6;2;1;1;0;0
101;84;9;10;3;1
3;2;0;0;0;0
7;5;0;0;0;0
68;40;8;1;4;6
254;239;10;6;2;0
144;185;3;0;0;0
35;30;10;4;9;15
0;1;1;0;0;0
321;372;13;9;1;0
40;19;6;2;1;3
97;88;1;0;0;0
98;99;5;0;1;0
173;165;0;0;0;0
289;361;3;0;0;1
111;94;4;5;0;1
173;150;4;2;0;0
118;123;2;0;2;1
177;162;11;6;0;0
132;80;19;6;3;3
202;194;6;5;2;5
125;115;26;21;65;38
159;172;0;1;1;0
112;115;1;1;1;0
89;93;12;6;6;6
3;5;1;0;0;0
3;5;0;0;0;0
26;19;3;1;8;4
147;160;1;4;0;0
166;171;2;2;0;0
6;3;1;2;2;0
123;120;1;1;0;0
120;128;2;0;0;3
104;97;6;4;1;1
121;129;3;3;2;2
101;106;4;5;1;0
75;65;2;0;1;0
100;99;11;4;0;3
23;17;1;0;0;0
562;0;30;0;5;0
215;234;4;12;2;2
57;47;2;6;30;28
26;36;3;1;0;0
49;43;3;2;1;1
61;68;9;3;0;0
279;317;13;13;1;0
18;30;0;1;0;1
253;270;10;1;3;1
128;107;7;3;0;1
74;84;2;0;3;0
122;115;12;4;5;1
214;213;12;2;3;0
126;183;1;4;0;0
178;190;25;15;20;13
73;102;2;1;0;0
641;551;18;3;3;1
6;12;2;2;0;0
99;89;190;100;80;54
83;88;3;5;0;1
10;5;0;0;6;2
289;263;0;0;1;0
84;107;29;13;45;39
370;285;6;3;0;1
142;159;0;1;0;0
253;235;17;5;1;0
120;129;4;3;1;0
34;52;1;0;1;1
51;63;1;0;1;0
185;209;2;4;0;1
143;134;31;24;58;37
229;178;6;0;0;0
71;33;4;3;3;1
76;8;24;1;65;7
247;272;21;16;3;4
1;7;4;1;4;0
78;64;1;0;1;1
84;100;2;1;0;0
124;117;2;3;0;0
104;157;19;24;2;2
141;230;1;0;1;0
382;441;8;2;2;3
158;100;25;11;3;1
167;129;1;5;0;1
227;249;8;5;2;0
287;268;6;2;0;0
188;191;95;47;48;40
3;0;0;0;2;0
0;5;4;1;0;2
150;130;4;1;0;0
42;65;9;4;3;2
118;120;12;5;1;2
73;66;3;1;0;0
341;366;28;8;2;0
124;137;5;0;3;2
239;208;27;12;4;1
130;110;0;1;1;0
155;161;4;2;0;0
197;152;8;2;1;2
82;57;6;2;0;2
312;343;1;3;0;0
331;277;2;4;2;1
393;355;33;25;3;2
266;220;15;5;8;5
308;301;10;7;3;3
261;280;21;15;1;0
117;135;14;12;2;2
129;122;8;2;0;1
83;85;4;0;0;0
117;113;6;1;0;0
194;208;1;1;0;0
86;142;14;18;6;11
143;131;1;2;4;0
332;316;7;3;1;1
17;11;1;1;5;6
31;23;3;2;0;0
142;162;5;0;0;0
136;140;4;3;0;0
98;101;14;12;1;3
15;37;3;1;11;9
377;330;7;3;0;0
305;265;3;4;2;1
30;45;5;2;3;8
105;83;2;7;0;0
84;44;3;1;1;0
6;2;2;1;3;5
74;56;0;0;0;0
192;158;2;2;1;2
14;30;0;0;1;0
133;95;1;1;0;0
92;74;11;4;0;0
59;88;6;8;2;6
47;56;10;4;24;11
167;133;0;2;0;0
168;151;1;3;0;1
139;164;3;0;0;0
403;440;11;14;3;1
104;94;3;5;1;0
12;22;4;2;24;9
219;188;7;4;3;1
163;140;2;4;0;0
107;114;1;2;0;0
69;62;2;0;0;0
128;119;1;0;0;0
214;196;18;21;2;0
142;100;4;2;1;0
121;119;19;4;3;1
320;253;14;7;11;2
28;20;2;4;0;0
55;54;4;3;0;0
244;217;9;8;3;1
11;2;0;0;1;0
17;9;1;0;0;0
169;164;5;3;0;0
130;113;2;3;0;0
86;95;0;0;0;0
200;159;21;14;7;14
79;65;7;7;0;0
274;251;7;7;1;1
3;10;3;0;0;4
87;99;14;6;1;0
23;0;36;1;8;0
68;53;0;1;2;0
122;99;2;1;1;0
5;4;0;1;0;0
18;44;1;1;0;1
65;106;2;5;3;3
251;242;1;0;0;0
6;3;0;0;0;0
39;62;1;0;0;1
8;7;0;0;0;0
104;118;3;2;0;1
86;81;0;1;1;0
66;75;7;4;3;0
15;19;2;1;1;0
91;73;0;3;2;1
6;8;0;0;0;0
10;17;0;0;1;2
102;106;6;1;0;0
11;9;0;0;0;0
52;26;7;4;1;2
7;7;0;0;0;0
279;289;2;2;0;0
14;13;1;1;1;2
103;86;2;1;0;0
9;3;0;0;0;0
59;42;6;1;1;0
5;7;1;1;0;0
59;57;0;0;0;0
91;89;3;0;0;0
152;148;0;3;0;0
91;108;6;4;0;2
39;14;3;0;0;2
4;16;0;0;0;0
3;3;0;0;0;0
131;113;0;1;1;1
319;297;10;9;1;0
40;22;5;1;0;1
5;14;2;2;7;11
9;6;0;0;0;0
5;2;0;0;0;0
21;22;4;2;0;0
20;13;6;3;0;0
223;202;18;5;1;1
23;8;1;0;0;0
10;8;0;2;0;0
22;29;3;3;22;22
5;14;0;0;1;0
4;5;0;0;0;0
225;261;29;16;4;3
151;144;1;1;0;0
26;17;2;2;0;0
231;339;3;2;1;0
27;15;0;0;0;0
13;12;1;1;0;0
37;35;0;1;3;0
32;24;1;0;1;0
15;9;1;0;1;0
89;62;4;3;0;0
117;94;2;3;0;0
5;6;3;2;0;1
40;62;2;4;31;29
246;233;9;1;1;0
20;18;0;0;14;1
252;220;2;4;1;2
3;2;0;0;0;0
102;88;6;5;0;0
23;0;0;0;0;0
9;7;1;0;0;0
12;5;2;1;8;1
84;78;4;2;1;0
11;8;1;1;0;1
45;31;1;0;0;0
108;106;2;1;0;0
2;2;1;1;0;0
70;66;2;1;1;0
4;8;4;1;6;3
137;107;3;2;2;6
7;5;0;1;0;0
6;3;11;4;1;2
26;19;0;0;0;0
15;5;4;2;0;0
199;191;3;1;0;2
27;14;4;0;0;0
49;41;1;1;0;0
33;17;0;2;0;0
9;5;0;0;4;2
100;99;7;1;1;1
164;171;0;3;0;0
32;33;2;0;0;2
49;33;0;1;1;0
124;107;4;1;0;0
12;21;1;1;0;0
22;33;4;3;0;0
26;24;5;4;0;0
9;3;1;0;26;17
70;66;9;5;4;4
197;177;15;1;1;0
33;37;1;1;0;0
5;1;0;1;0;0
42;41;4;2;2;1
115;99;3;1;1;0
152;119;5;0;0;0
38;42;4;2;0;0
79;58;16;7;11;1
145;120;3;0;1;1
5;8;1;0;8;6
0;3;0;0;2;1
112;118;2;1;0;0
15;14;0;0;0;0
0;18;0;3;0;1
274;307;8;11;0;0
9;7;0;1;0;1
93;74;0;1;2;0
16;20;3;0;1;0
29;30;3;0;0;1
35;31;3;2;1;0
2;2;0;0;0;0
11;10;4;1;3;0
20;4;1;2;0;0
81;90;0;0;0;0
97;115;5;5;0;0
0;0;0;0;0;1
46;42;4;3;0;0
72;57;0;0;0;0
64;49;5;0;0;1
16;10;1;3;3;0
16;21;0;0;0;0
173;161;8;8;4;3
19;30;0;0;2;1
123;101;19;10;52;13
14;4;0;0;0;0
160;147;16;8;0;0
234;240;1;0;0;0
12;8;3;1;2;2
67;47;5;0;0;0
11;15;0;0;0;0
5;2;0;2;0;0
36;40;3;3;7;9
6;4;0;0;0;1
20;13;2;3;4;1
53;36;0;0;0;0
4;3;2;1;3;1
129;108;0;0;1;1
9;8;1;0;0;0
57;63;6;2;0;0
204;128;13;5;1;0
11;7;1;0;0;2
79;80;2;0;1;1
78;51;1;2;5;1
126;151;48;43;72;54
98;55;2;2;1;0
98;66;0;0;4;0
79;83;4;0;0;0
16;17;0;0;0;0
13;11;1;0;0;0
228;279;20;7;2;2
17;19;12;8;1;2
23;22;4;0;0;1
5;1;2;0;4;0
234;223;4;0;1;1
8;6;4;4;5;4
9;24;8;2;22;31
13;9;1;0;0;0
16;18;23;21;20;13
321;388;2;4;1;0
20;14;0;0;2;1
17;19;0;0;0;0
9;13;6;7;1;1
25;44;3;2;0;0
188;140;2;1;1;0
46;80;0;0;0;0
11;16;1;2;7;3
136;138;11;4;1;0
5;1;0;0;3;7
3;8;1;3;2;1
3;7;0;0;0;0
62;41;3;2;0;0
49;37;2;1;0;0
10;8;0;0;0;0
128;112;20;8;0;0
6;4;0;0;0;0
88;0;4;0;0;0
96;77;0;0;1;0
8;4;0;0;0;0
66;55;1;3;0;0
6;3;13;9;2;2
103;0;0;0;0;0
36;25;5;2;3;3
63;6;1;0;6;1
170;184;11;9;0;0
211;180;1;0;1;0
88;81;13;4;8;3
0;0;0;0;1;0
181;104;2;1;1;2
1;0;0;0;0;0
166;146;4;1;0;0
95;77;7;7;6;11
26;0;1;0;3;0
27;32;0;0;0;0
102;99;4;3;0;0
85;86;2;0;0;0
35;14;4;0;0;0
5;2;0;0;0;0
13;12;1;2;0;0
65;87;10;14;28;20
6;6;1;0;0;0
19;13;4;1;19;15
5;1;0;0;0;0
2;1;0;0;0;0
22;32;13;9;3;4
78;93;8;3;2;1
1;23;0;0;0;0
93;67;0;0;0;1
6;0;4;0;4;0
7;5;0;0;0;0
156;134;0;0;0;0
6;3;0;0;0;0
14;17;4;1;0;0
37;1;6;0;0;0
7;7;0;0;0;0
4;9;0;0;0;0
237;229;5;1;3;5
36;26;7;1;1;0
13;18;0;0;1;0
40;95;9;6;0;4
114;88;14;11;12;5
2;5;0;0;1;0
97;100;3;3;2;0
6;7;0;0;0;0
6;2;0;0;0;0
22;0;0;0;0;0
4;4;0;0;0;0
192;222;1;1;0;0
124;81;28;20;4;2
10;10;0;0;0;0
19;38;1;2;4;0
8;5;2;1;0;0
115;141;0;0;0;0
25;21;0;0;1;0
9;9;0;0;0;0
107;96;4;0;1;1
11;10;1;1;0;0
51;45;1;0;0;0
5;8;0;0;0;0
102;91;1;1;1;1
3;0;0;0;0;0
9;4;0;0;3;1
13;10;1;2;1;0
36;36;2;1;0;0
106;130;79;42;43;45
42;42;7;8;21;18
7;6;0;0;0;1
324;332;7;7;2;1
335;337;6;10;0;1
1;1;0;0;0;0
124;103;3;3;1;0
96;80;11;4;0;1
10;2;0;0;1;0
142;119;28;13;2;0
24;33;2;0;0;0
2;2;0;0;0;0
118;125;4;3;1;1
5;3;1;0;0;0
63;72;7;5;3;0
37;37;4;0;1;0
20;24;2;0;0;0
11;7;0;0;0;0
75;60;0;0;1;0
80;101;0;0;0;0
23;17;3;0;0;0
97;125;11;4;0;2
8;5;0;0;0;0
5;3;2;0;0;0
217;229;3;1;1;1
159;147;6;11;1;2
18;7;0;0;0;0
142;123;4;3;0;0
87;65;1;0;0;0
22;23;2;1;0;0
64;47;3;1;4;2
101;122;1;0;1;0
7;3;0;0;0;0
100;87;3;3;1;3
34;20;2;0;1;0
5;5;1;0;0;0
0;93;0;19;0;15
85;85;7;2;0;1
205;162;2;0;5;0
32;49;5;9;3;1
85;72;0;0;0;0
26;22;7;0;5;2
9;13;1;0;0;0
4;4;0;0;0;0
0;2;0;0;0;0
86;107;5;4;26;25
98;45;0;0;0;1
26;21;4;2;18;14
166;175;16;9;2;1
8;11;1;0;0;0
33;32;7;1;0;1
76;106;0;0;2;0
97;102;4;1;0;2
36;23;0;0;0;0
67;51;3;0;0;0
0;79;0;7;0;8
113;108;4;1;0;0
14;7;3;1;0;0
236;163;8;4;3;1
4;6;0;0;0;0
72;38;8;3;1;1
6;9;0;0;0;0
8;8;1;0;0;0
203;351;13;12;2;1
10;2;0;0;0;0
97;65;9;10;6;2
134;105;2;1;0;0
119;140;3;0;0;0
99;88;0;0;4;1
31;26;0;1;0;0
132;128;4;1;1;0
16;19;1;0;0;1
81;49;5;2;2;3
41;35;0;0;0;0
217;186;4;3;2;2
25;15;2;0;0;0
94;101;42;37;38;39
57;55;4;0;0;0
7;7;2;2;0;0
14;7;3;1;8;6
74;53;2;0;1;1
7;7;0;0;0;0
58;75;32;16;10;20
85;109;0;0;2;1
76;80;37;15;21;29
277;304;7;7;1;1
53;39;0;0;1;0
272;262;12;7;1;0
74;63;1;2;11;3
45;30;1;0;0;0
457;441;16;15;1;0
62;72;0;0;3;0
19;24;11;2;3;0
39;39;1;1;1;1
254;255;14;3;1;0
13;8;0;0;0;0
97;96;4;2;0;0
52;51;4;4;4;4
714;698;42;32;0;2
466;555;58;47;2;4
82;68;2;0;2;0
27;12;2;0;2;1
29;19;0;1;12;11
48;44;5;3;0;0
0;2;3;0;0;1
9;5;1;3;1;1
100;83;7;4;0;1
4;11;3;0;0;0
17;12;2;3;0;0
72;74;1;1;0;0
144;68;2;1;2;0
121;147;3;2;0;0
96;97;28;18;8;9
8;0;0;0;2;0
66;67;2;0;0;0
39;63;12;4;48;32
49;46;3;3;1;3
62;61;43;41;9;8
53;79;0;0;0;0
15;9;5;4;6;5
4;5;0;0;0;0
161;122;4;5;6;1
36;29;1;0;0;0
151;157;20;28;5;9
113;120;2;0;0;3
68;63;20;12;13;5
248;264;9;11;2;0
33;47;18;5;8;12
33;43;13;10;1;1
2;6;0;0;0;0
30;31;6;2;0;0
15;20;9;11;9;11
119;108;27;7;3;4
11;13;2;2;12;4
3;3;1;0;1;0
332;350;20;9;0;0
9;13;0;0;1;0
284;283;6;1;1;0
234;175;7;2;3;1
95;132;2;5;0;0
281;250;2;4;2;3
68;74;0;0;0;0
12;6;0;0;0;0
22;27;5;2;0;1
122;176;20;29;7;9
6;4;1;0;5;2
13;19;7;4;12;3
118;99;1;1;0;0
4;10;3;1;0;0
1;7;0;1;0;4
3;5;0;2;7;3
43;23;3;3;5;6
218;247;16;5;1;3
21;19;3;0;4;4
158;157;1;0;0;0
34;64;1;10;8;5
260;255;9;3;0;2
118;131;6;0;1;1
23;23;2;1;1;1
225;274;8;3;0;1
127;90;8;11;4;3
48;40;1;0;0;0
47;42;6;1;1;0
3;2;0;0;0;0
108;88;2;0;0;0
50;92;7;5;5;2
103;92;2;0;0;3
25;20;0;0;0;0
144;115;2;1;1;0
100;100;4;3;0;0
47;66;9;3;0;0
16;14;0;0;0;0
30;25;0;0;0;0
105;90;9;6;1;2
10;10;0;0;0;0
134;119;3;2;0;0
88;88;3;0;0;0
22;21;7;8;12;16
39;46;3;0;0;0
136;0;34;0;57;0
120;86;1;1;1;0
17;13;8;2;2;0
12;11;4;8;5;1
103;1;13;1;65;3
11;7;2;1;4;4
13;8;1;0;3;4
29;20;0;1;0;0
108;121;9;4;5;2
14;14;1;1;0;0
92;81;4;0;0;0
106;106;9;3;0;0
24;39;3;2;5;2
37;52;3;0;1;0
53;77;26;32;5;12
29;40;4;1;0;0
27;38;1;0;0;0
66;70;6;5;5;0
5;1;0;0;133;157
18;13;3;1;0;0
161;140;21;7;4;6
194;208;10;5;2;0
10;12;1;0;0;0
188;166;12;7;5;8
209;181;9;3;3;1
0;0;0;0;41;86
198;222;21;15;7;1
4;6;0;2;0;0
24;18;2;1;1;1
45;49;0;0;1;0
57;52;3;4;0;0
35;40;0;1;1;0
3;8;0;0;0;0
23;18;2;0;0;0
40;56;11;5;3;7
34;39;0;0;0;0
103;98;6;7;0;1
36;19;2;0;1;0
63;71;13;7;1;6
14;15;14;12;6;5
364;395;22;11;1;2
51;62;4;3;0;1
6;9;1;0;0;0
234;206;2;2;3;1
126;129;3;6;3;0
250;220;11;5;0;0
200;165;7;5;3;1
1;1;0;0;0;0
4;0;1;0;5;0
165;164;13;8;1;3
197;194;6;4;0;0
65;42;6;4;0;1
191;171;16;11;2;1
272;272;6;3;0;1
114;135;9;8;1;0
32;83;23;8;58;72
73;53;5;1;2;2
25;5;2;0;5;2
7;8;3;3;11;4
34;47;0;0;1;0
6;4;1;1;2;3
54;25;3;0;0;0
228;250;10;3;1;1
114;144;2;1;0;1
177;155;0;0;5;2
320;379;9;5;1;2
97;94;2;0;0;2
276;231;7;2;0;0
83;95;0;0;0;1
72;106;2;3;1;2
133;90;1;0;0;1
110;103;5;3;1;1
3;0;0;0;0;0
3;2;0;0;0;0
161;152;1;0;0;0
544;0;36;0;0;0
98;69;16;10;38;26
5;4;3;0;2;2
128;95;1;2;3;0
1;1;0;0;0;0
133;113;4;1;3;2
241;194;21;15;13;15
102;46;9;5;1;0
120;82;3;14;6;2
252;296;17;4;1;9
188;150;0;0;0;0
319;375;5;11;0;1
227;185;13;7;7;8
116;137;4;3;1;0
164;87;10;2;0;1
309;311;9;1;0;0
131;167;12;12;1;0
158;147;7;2;0;1
89;75;16;15;0;0
223;222;5;6;1;0
203;207;6;2;1;0
0;58;0;7;0;12
312;309;22;21;12;6
198;81;22;24;20;14
212;145;21;12;15;10
64;1;5;0;11;0
109;70;0;0;0;1
0;4;0;0;0;3
183;175;13;3;2;1
50;35;24;10;19;7
95;91;6;12;4;2
320;295;25;10;5;10
235;288;15;29;8;12
1038;243;30;4;5;1
243;240;8;13;0;1
91;77;9;5;4;4
96;72;2;0;1;0
54;26;2;2;0;0
99;132;2;2;8;4
63;53;3;0;0;0
0;18;0;0;0;0
207;178;5;11;2;6
430;397;41;24;42;27
201;253;3;1;2;3
49;34;4;6;2;5
11;4;0;0;1;0
617;467;46;18;29;23
582;719;50;28;2;1
503;500;0;0;0;2
181;141;4;2;1;0
309;311;13;6;0;3
87;98;2;1;2;0
286;287;57;38;47;42
438;437;2;2;9;9
53;20;3;1;0;0
312;326;0;2;0;0
202;142;23;12;0;0
99;85;1;0;2;0
123;149;0;0;0;0
2;2;1;0;3;2
164;139;1;2;0;1
152;239;0;0;0;1
75;56;3;0;1;0
56;44;2;1;4;0
94;111;1;0;0;0
121;122;3;1;0;0
1038;1053;51;29;4;4
23;39;1;1;1;1
171;207;11;13;1;0
74;88;2;1;1;0
104;102;2;2;0;0
70;79;28;13;62;58
84;77;4;2;0;3
266;274;1;2;1;0
123;117;0;1;0;0
222;205;27;11;9;11
258;252;15;10;2;5
112;71;2;0;0;0
82;96;1;0;0;0
151;155;4;4;1;2
139;154;1;1;0;0
19;17;0;0;0;0
65;44;0;0;0;3
133;155;5;2;2;1
33;44;6;0;0;1
491;477;12;10;1;4
44;18;22;12;10;7
74;67;6;0;1;0
1;2;0;1;2;2
340;299;6;5;0;1
110;90;1;2;5;0
129;139;0;0;0;0
116;45;6;1;1;2
161;178;2;3;2;1
28;25;1;0;7;3
45;31;8;6;4;1
73;59;7;1;4;0
375;344;14;13;2;2
453;422;22;12;3;2
0;26;0;1;0;1
95;77;2;0;0;0
81;93;0;0;0;0
220;200;18;6;0;4
104;86;11;10;2;1
25;8;0;0;1;0
103;124;2;0;2;3
124;124;2;1;0;2
40;23;3;1;2;1
85;44;1;1;10;1
78;67;11;1;5;1
311;355;4;5;0;0
674;0;14;0;1;0
150;136;2;2;1;0
91;127;0;0;0;0
257;195;3;1;13;6
147;143;4;1;1;0
239;210;26;6;6;3
9;11;3;0;0;0
23;30;1;3;0;0
120;91;40;32;105;63
74;63;3;0;0;2
328;275;7;8;1;1
240;227;4;1;0;0
253;230;2;5;3;0
254;233;13;8;8;2
158;180;5;2;0;0
92;63;0;0;0;0
233;283;35;12;15;9
586;581;53;52;18;14
161;140;21;14;1;2
199;105;9;8;12;11
305;280;10;7;8;7
314;299;10;6;2;0
433;474;18;14;1;0
419;403;29;15;7;11
279;299;35;24;7;7
97;59;8;1;14;7
151;155;4;1;0;0
176;136;31;14;50;28
49;40;0;0;0;0
91;68;8;8;2;1
225;0;289;0;154;0
8;8;0;0;0;0
19;20;0;1;0;0
70;68;4;0;1;0
308;266;0;2;2;3
10;15;3;1;3;4
117;131;2;0;0;0
0;186;0;9;0;1
65;39;6;1;3;4
61;31;2;0;3;0
7;4;6;1;0;1
510;460;1;1;0;0
124;142;10;6;0;1
63;26;0;0;0;0
205;134;5;4;27;24
188;157;10;8;2;2
103;208;0;2;0;0
66;79;1;0;1;0
843;916;42;29;7;13
0;8;0;0;0;0
541;0;33;0;1;0
100;66;2;3;4;6
201;203;14;4;0;1
226;230;4;2;2;0
151;140;8;3;2;1
140;103;4;3;0;1
107;55;0;0;1;1
579;698;12;7;2;2
221;206;2;0;0;0
300;360;2;0;0;1
340;324;13;13;1;1
9;3;0;0;0;0
73;63;0;0;2;3
292;241;30;7;10;8
174;190;1;0;0;0
142;177;7;5;1;0
102;120;5;3;3;2
187;184;12;3;4;4
184;219;34;21;38;15
484;409;2;2;1;0
359;322;32;11;15;12
115;119;7;2;3;3
230;214;12;7;12;11
294;284;7;3;2;2
91;89;8;3;1;2
160;167;4;8;5;2
107;95;1;1;0;0
62;37;5;0;5;4
209;257;4;1;2;1
227;206;21;23;2;4
179;216;15;3;0;0
261;288;15;2;3;2
141;127;26;20;21;16
185;173;26;10;2;5
109;94;2;4;0;1
139;110;21;3;1;0
289;291;7;3;4;1
259;220;32;13;10;9
688;712;10;6;2;1
173;225;31;28;15;14
79;103;0;1;1;1
592;516;7;3;2;0
243;244;2;2;1;3
238;246;56;23;1;2
47;45;3;0;7;7
334;410;0;0;2;1
15;9;1;0;2;1
41;21;2;0;1;1
275;239;20;10;2;1
149;165;12;6;4;1
101;97;17;22;7;5
763;816;5;1;2;3
16;15;0;0;1;3
237;242;12;8;0;1
204;200;4;1;2;1
71;35;4;0;1;0
59;33;1;1;0;0
379;326;23;5;8;4
245;301;8;4;1;2
126;73;7;4;0;0
44;13;7;1;12;1
51;49;0;0;2;0
435;270;28;6;14;7
745;756;82;49;3;5
139;98;14;13;4;1
52;34;4;2;3;3
43;58;6;4;3;0
21;7;0;0;8;5
408;408;17;9;2;0
82;74;0;1;6;4
103;49;2;0;7;2
311;336;6;2;4;5
451;466;23;9;0;0
79;38;12;4;0;0
65;70;0;0;0;0
134;161;4;1;0;1
138;151;0;0;0;0
31;37;4;9;8;9
56;38;1;1;2;0
467;472;2;0;3;3
396;458;11;10;0;1
162;130;5;1;1;1
366;377;26;16;3;4
145;118;3;4;0;0
52;56;10;2;4;0
109;108;26;12;10;5
190;101;17;8;6;3
102;92;15;8;4;0
102;89;2;0;1;2
15;14;3;1;6;5
162;117;3;1;2;1
95;85;2;0;0;0
59;49;24;9;34;20
65;66;4;1;2;1
274;277;9;8;3;2
454;403;9;8;21;6
178;144;31;32;2;0
39;33;3;1;1;1
134;61;4;2;13;7
195;132;17;17;19;20
130;136;5;0;1;1
158;118;2;4;1;0
544;651;5;5;2;5
115;63;3;3;0;0
272;319;19;6;4;1
397;425;1;1;1;0
4;6;1;2;6;6
138;115;4;3;0;0
98;75;11;5;15;14
8;9;0;1;3;2
14;11;4;3;3;2
12;9;0;0;1;0
5;3;2;0;1;0
3;5;0;0;5;2
583;576;10;8;1;1
318;296;6;2;4;0
162;173;24;16;0;1
114;126;2;0;0;0
291;331;4;1;0;0
65;34;1;2;0;0
287;267;19;11;2;0
62;45;3;3;0;1
7;16;1;0;5;6
29;19;10;8;15;6
181;231;14;11;2;0
124;113;2;0;1;4
46;23;9;2;27;14
291;263;7;5;0;0
0;604;0;23;0;1
193;280;15;4;0;0
417;367;4;3;0;3
34;16;14;4;3;3
57;72;13;11;5;2
129;110;3;1;1;3
144;111;0;0;0;0
5;5;1;1;7;2
131;95;62;25;49;24
77;65;5;3;0;2
167;150;0;0;0;0
165;170;25;16;1;1
108;82;3;1;3;0
465;497;2;2;0;0
109;89;9;7;11;7
148;127;7;5;0;0
94;72;5;0;0;3
97;65;12;7;36;25
119;107;14;11;18;6
125;117;6;0;3;3
222;184;4;2;2;3
330;292;27;13;5;6
234;190;10;7;13;5
94;110;8;2;2;0
242;209;57;33;10;3
1;2;1;4;3;2
304;378;32;13;7;7
134;146;8;5;0;1
304;314;1;0;0;0
29;24;4;0;1;6
155;153;3;4;1;0
153;130;2;1;3;1
108;87;0;1;0;0
7;17;12;8;17;8
245;223;3;0;0;0
45;23;16;0;1;1
190;149;7;5;0;1
275;249;3;0;0;0
203;199;9;0;1;0
168;178;11;5;0;0
277;313;16;10;1;0
102;87;3;0;0;0
99;68;2;1;4;0
54;23;20;13;13;16
110;83;11;2;10;4
176;148;3;3;0;0
352;318;5;2;0;1
443;482;7;5;1;2
1014;1039;38;19;1;2
299;413;9;8;0;1
128;138;11;6;2;0
562;565;18;10;7;1
649;613;11;9;0;2
84;90;38;17;1;1
98;103;11;1;2;5
114;94;3;3;1;1
236;244;3;11;1;2
343;351;13;5;1;3
655;0;0;0;1;0
75;69;2;1;0;1
246;244;28;19;0;2
252;199;20;13;7;1
186;138;21;8;8;5
93;103;7;4;0;0
100;64;8;2;2;5
360;377;9;5;1;0
535;496;27;16;7;3
125;124;3;1;2;0
62;60;4;0;0;0
237;216;7;3;1;1
127;86;9;7;0;2
186;181;4;1;1;0
93;93;0;2;0;1
129;108;13;13;11;8
294;253;10;6;1;2
363;117;13;12;46;27
510;470;28;16;1;3
163;126;7;9;1;1
51;31;3;1;1;0
112;75;4;2;1;3
25;9;3;1;0;0
294;273;15;17;1;2
432;444;3;1;2;2
113;132;3;5;0;0
264;208;1;1;1;0
139;119;1;0;0;1
146;168;2;0;8;3
124;119;10;8;2;1
441;436;11;5;2;0
190;148;4;3;1;0
83;64;2;0;0;0
62;148;0;1;1;2
341;296;13;5;5;1
66;91;55;31;68;50
86;87;18;10;56;33
6;11;5;7;6;11
89;151;3;3;0;1
240;193;13;5;1;4
180;368;1;2;0;1
46;17;1;3;1;1
10;12;10;6;7;4
250;341;5;4;2;0
459;447;12;4;5;3
4;10;3;2;0;0
102;61;6;6;1;1
142;147;8;3;0;0
112;149;29;16;8;11
271;310;20;10;1;1
117;188;1;3;1;2
427;439;19;8;7;2
16;5;4;4;3;2
192;140;11;11;8;8
433;398;44;14;2;1
262;282;35;36;4;7
166;179;2;1;0;0
241;265;1;2;0;0
403;463;26;27;1;1
95;56;10;6;0;0
319;260;39;26;3;2
196;183;9;7;3;0
276;203;15;7;1;1
155;171;1;2;0;0
339;300;6;8;1;0
246;222;9;5;3;2
31;23;12;4;1;2
46;14;3;2;12;15
172;225;13;8;0;1
546;476;34;14;7;9
143;129;1;0;0;0
99;71;2;2;4;1
82;92;0;0;1;0
307;355;39;26;3;0
242;242;26;21;7;7
148;138;1;3;0;0
83;92;2;2;0;0
139;125;30;23;7;9
6;8;0;0;9;4
106;78;8;5;1;0
202;226;4;4;0;0
81;84;3;4;3;2
24;19;0;0;4;3
199;144;1;0;0;2
356;648;55;46;8;13
99;91;5;1;0;0
604;658;5;3;0;1
0;0;0;0;9;4
716;638;1;1;0;0
69;43;4;2;2;0
208;212;0;0;1;2
0;0;1;2;1;0
137;117;7;3;2;0
273;414;5;2;0;0
287;310;23;20;3;1
30;6;3;0;6;0
135;80;10;7;1;3
60;40;1;0;5;0
108;106;8;3;0;1
108;196;0;2;0;1
213;375;1;1;0;0
181;98;6;2;0;0
