APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO
495;572;5;8;6;2
144;99;2;0;3;1
123;140;4;4;5;5
139;104;2;3;5;3
688;631;3;3;3;1
0;128;0;6;0;1
188;149;12;4;5;1
148;130;1;0;0;0
134;90;6;1;2;2
110;76;3;3;4;0
114;132;5;3;1;1
144;74;6;3;3;3
123;127;3;2;1;4
155;124;5;2;2;1
151;125;7;2;1;0
210;155;2;6;9;1
436;374;11;3;13;8
232;182;5;3;5;3
76;64;4;4;2;2
132;87;2;4;7;3
146;140;0;1;1;0
223;184;17;11;5;5
168;174;0;0;0;1
252;226;10;2;7;1
84;73;1;3;0;1
37;40;2;1;1;1
121;121;2;1;2;0
209;221;5;1;0;0
35;27;2;1;0;0
11;16;0;0;1;2
9;11;0;0;1;0
0;551;0;3;0;1
191;210;3;1;0;0
836;908;31;17;6;4
282;308;9;7;0;1
161;169;0;0;0;0
225;262;11;9;2;4
218;218;0;0;0;1
227;243;0;0;1;0
4;4;0;0;0;0
18;11;2;1;1;1
2;0;0;0;0;0
4;3;1;0;0;0
4;3;0;0;0;0
5;6;0;0;0;0
78;63;2;4;0;1
15;9;0;0;0;0
3;0;0;0;0;0
2;0;0;0;0;0
3;3;0;0;0;0
1;1;0;0;0;0
3;1;0;0;0;0
1;0;0;0;0;0
1;0;0;0;0;0
1;0;0;0;0;0
13;12;0;1;0;0
4;1;0;0;0;0
2;1;0;0;0;0
3;2;0;0;0;0
0;0;0;1;0;0
0;1;0;0;0;0
117;173;14;18;9;13
131;226;4;6;2;1
16;14;1;1;2;0
9;11;2;3;4;1
165;46;6;2;17;13
26;18;2;1;2;3
277;252;7;8;4;6
305;228;10;4;4;4
440;292;21;14;32;22
224;203;18;4;17;13
251;225;3;6;21;17
212;193;0;0;16;11
196;158;6;2;14;5
146;138;6;2;7;8
146;174;4;3;7;2
292;270;27;15;7;14
385;334;14;6;14;5
251;250;25;8;9;5
1;628;0;1;0;2
32;33;1;2;4;3
154;114;7;1;1;2
91;83;2;2;3;1
525;505;5;4;1;0
252;247;5;4;2;4
101;91;14;11;6;10
132;99;5;0;1;0
12;11;1;1;0;0
29;23;0;0;0;0
0;1;0;0;0;0
1;2;0;0;0;0
9;9;1;0;1;0
104;73;6;2;7;3
20;21;1;0;0;0
2;3;0;0;0;0
36;44;0;1;3;1
2;2;0;0;0;0
7;6;0;0;0;0
3;2;0;0;0;0
3;3;0;0;0;0
0;0;0;0;0;0
8;10;0;1;0;0
5;8;1;0;0;0
0;0;0;0;0;0
6;1;0;0;0;0
38;42;0;0;1;1
1;1;0;0;0;0
1;2;0;0;0;0
0;1;0;0;0;0
133;105;5;0;8;2
74;61;1;1;2;4
54;61;2;0;0;0
13;21;0;0;0;0
250;241;4;2;4;1
95;85;3;0;0;2
3;5;0;0;0;0
41;35;1;2;3;1
14;11;3;3;6;6
20;81;5;15;1;1
272;253;6;0;1;1
179;179;10;4;3;1
221;190;17;12;2;5
160;150;21;15;2;0
304;332;10;0;1;1
295;258;18;9;1;1
88;92;14;11;2;0
192;187;12;1;12;30
525;169;97;37;25;16
631;485;36;13;8;7
13;15;1;0;6;7
337;253;28;18;31;16
467;435;22;10;21;21
530;503;11;10;3;2
466;455;16;7;2;0
783;614;34;21;41;24
258;269;9;7;6;4
328;240;2;0;4;8
297;282;3;2;6;7
336;325;9;4;1;3
313;256;18;4;22;6
301;292;30;9;15;12
331;268;2;2;3;2
8;9;0;2;0;0
3;3;1;0;0;0
1;2;1;0;0;0
54;30;0;0;2;2
291;306;7;1;1;4
1;737;0;9;0;3
349;347;9;7;5;0
623;500;27;16;1;1
382;319;5;1;1;1
17;15;1;0;0;0
318;314;5;2;11;5
76;66;2;1;1;1
3;5;0;0;0;0
16;12;0;0;0;0
13;7;0;0;0;0
1;1;0;0;0;0
1;1;0;0;0;0
9;14;0;0;1;0
1288;506;41;8;19;12
30;35;6;2;0;1
3;0;0;0;4;0
169;819;11;27;6;11
187;187;37;14;19;12
180;238;16;10;8;10
45;60;24;21;11;8
17;45;2;0;1;0
618;608;4;3;0;3
566;543;16;15;7;10
256;273;29;18;8;5
583;518;22;9;7;12
387;391;28;19;24;16
266;271;23;10;9;7
271;217;12;6;13;8
197;166;25;17;4;4
200;164;4;4;7;3
422;387;2;0;2;0
548;444;24;10;4;5
163;126;0;1;2;2
236;217;17;4;3;5
291;242;11;4;14;6
486;479;20;16;14;8
157;140;7;2;3;1
184;166;5;3;5;3
491;389;24;7;11;7
114;98;2;0;3;1
443;404;6;3;1;3
257;252;10;12;7;6
219;213;14;4;5;3
141;123;12;2;5;6
198;176;16;11;8;11
187;175;2;2;2;2
164;145;19;23;6;5
355;427;8;11;2;3
305;341;8;6;1;3
303;332;4;0;1;3
318;315;6;4;0;0
272;319;3;4;1;1
275;290;4;7;2;0
230;273;7;1;2;3
18;6;0;0;0;0
110;65;2;0;0;1
294;350;3;3;0;0
404;118;2;0;1;0
0;278;1;0;0;0
232;218;0;1;6;1
224;232;2;1;0;0
241;230;5;4;1;0
307;308;0;0;0;0
248;234;35;9;6;8
287;309;31;17;4;5
8;9;0;0;0;0
74;56;1;0;0;2
29;26;0;0;1;1
65;70;21;13;0;0
90;115;3;5;0;0
188;137;1;1;0;0
219;226;0;0;0;0
17;21;1;0;0;0
123;160;5;5;0;2
142;104;8;4;2;0
68;57;5;0;0;0
155;129;1;0;3;0
56;106;0;2;0;1
328;282;2;0;1;1
24;19;0;0;0;0
302;295;3;0;0;3
90;116;3;1;0;0
210;398;37;39;6;16
18;3;1;0;1;0
136;186;61;47;21;18
126;163;6;10;0;0
359;337;4;2;1;0
315;263;31;29;10;9
250;224;9;7;3;2
265;229;25;11;4;2
197;164;22;5;8;2
525;417;13;7;1;0
298;230;6;3;2;1
280;200;15;4;5;4
118;113;12;4;4;1
335;389;0;0;2;0
314;209;31;15;0;0
351;282;13;12;1;1
512;417;21;10;2;1
439;354;10;2;3;1
136;128;16;3;1;0
510;359;19;8;1;1
111;89;2;2;2;1
179;149;1;1;1;0
599;587;11;9;1;1
0;659;0;1;0;2
0;584;0;4;0;4
374;313;3;5;1;0
317;335;2;3;2;1
137;202;9;12;0;1
36;43;9;4;2;0
2;2;0;0;0;0
294;319;21;19;0;0
80;91;1;0;1;2
211;189;8;4;1;0
182;167;8;1;4;4
22;15;2;1;1;1
14;6;1;1;1;1
5;5;0;0;0;0
307;359;22;15;9;7
500;141;17;10;14;5
102;92;1;1;1;1
373;334;0;0;0;0
142;116;0;0;0;0
286;253;12;4;1;1
127;115;6;3;1;0
64;62;1;1;0;0
290;257;6;3;4;2
5;5;1;0;0;0
9;7;1;0;0;0
22;16;1;0;0;0
12;9;0;0;0;0
18;20;2;0;0;0
268;422;3;7;0;1
192;169;1;0;0;0
160;183;2;2;1;0
9;7;0;0;0;0
21;10;0;0;0;0
20;18;1;2;0;0
6;8;0;0;0;0
128;101;26;16;11;8
152;127;5;1;1;0
188;147;3;1;0;0
130;109;0;0;0;0
81;83;1;0;0;0
4;4;2;1;0;0
7;8;0;0;0;0
4;3;0;0;0;0
2;1;0;0;0;0
90;90;0;0;0;0
6;9;0;0;0;0
5;6;0;0;0;0
2;1;0;0;0;0
3;2;0;0;0;0
4;5;0;0;1;0
1;0;0;0;0;0
1;4;1;0;0;0
36;33;6;8;5;4
64;63;13;6;0;1
0;52;0;1;0;0
388;381;19;11;3;1
141;118;9;3;5;1
1;380;0;9;0;3
128;97;15;3;9;3
270;112;12;0;11;2
160;161;5;4;1;1
248;109;6;1;3;0
2;279;0;7;0;0
210;157;14;5;3;3
129;122;13;10;2;5
67;43;9;10;10;10
31;11;0;0;4;1
191;141;15;9;4;3
138;116;7;2;3;1
67;43;7;2;2;2
47;46;0;0;0;0
29;33;3;0;1;0
58;56;5;1;0;1
47;51;2;4;1;1
41;43;0;0;0;0
53;36;1;4;1;1
4;2;0;0;0;0
3;0;1;0;0;0
45;48;3;1;1;1
3;0;0;0;0;0
1;2;2;0;0;0
79;59;4;1;2;0
89;94;0;1;1;0
12;5;2;0;0;0
62;60;0;3;2;0
15;9;0;0;0;0
84;63;6;2;1;0
2;2;0;0;0;0
5;4;0;0;2;1
281;235;6;0;0;1
127;124;13;3;1;4
323;374;7;9;0;0
170;180;2;1;0;0
145;199;3;6;1;1
142;187;5;5;0;1
328;0;43;0;3;0
0;160;0;8;0;1
10;12;2;3;1;0
404;304;2;0;1;0
441;491;0;3;3;1
222;220;3;4;2;3
230;212;7;5;0;4
220;384;3;2;0;0
216;230;1;0;0;0
79;86;0;0;1;0
123;103;0;0;1;0
273;275;5;4;0;1
237;175;1;0;1;0
54;29;5;1;1;0
94;102;14;5;0;0
17;11;2;0;0;0
39;39;4;0;0;0
49;55;0;1;1;0
10;14;4;0;0;0
14;7;1;0;0;0
15;7;0;1;0;0
227;392;15;21;1;1
652;79;73;6;9;0
99;133;7;9;22;21
118;98;10;3;0;1
251;274;19;8;0;0
134;127;5;0;2;1
97;82;7;0;4;2
310;284;0;0;4;1
112;101;11;3;3;1
273;217;7;7;12;5
151;164;7;7;4;3
77;65;9;6;4;0
104;66;14;2;5;0
219;236;13;2;7;1
97;78;1;0;1;0
218;213;6;4;3;5
133;121;21;5;6;5
148;170;5;1;1;3
161;150;3;1;0;0
26;27;1;0;0;0
7;7;0;0;0;0
1;1;0;2;0;0
23;18;1;1;0;0
3;0;0;0;0;0
32;23;2;1;0;1
80;61;4;0;0;0
41;41;1;2;0;0
16;8;0;0;0;0
6;0;0;0;0;0
439;431;24;11;4;2
145;118;7;6;0;2
253;398;4;3;0;0
322;402;3;3;0;0
150;157;3;1;1;1
163;158;3;5;1;0
98;62;16;6;3;2
91;96;3;0;1;0
4;1;0;0;0;0
11;7;0;0;0;0
301;308;0;0;1;1
48;63;5;2;7;7
151;119;12;11;1;0
144;123;6;6;1;0
66;75;1;1;2;0
59;49;2;0;2;0
65;59;1;1;0;0
95;51;5;2;0;0
1;2;0;0;0;0
6;3;1;0;0;0
20;17;0;0;0;0
24;25;1;2;0;1
13;4;0;0;0;0
59;37;0;1;0;2
8;8;1;0;0;0
13;20;0;0;0;0
3;2;0;0;0;0
8;13;0;0;0;0
1;5;0;0;0;0
250;309;4;3;0;1
77;94;2;0;0;0
43;57;0;0;0;0
6;9;0;1;0;0
0;0;0;0;2;0
7;8;0;0;1;0
8;6;0;0;0;0
7;6;2;0;0;0
148;162;38;21;5;4
118;178;8;11;0;1
976;209;42;11;12;5
366;194;22;8;4;0
1;535;0;15;1;3
166;114;7;0;0;1
132;106;9;4;2;2
122;87;6;0;3;0
166;108;27;10;2;3
305;204;2;2;0;0
132;123;0;2;1;0
249;171;12;5;1;0
88;78;3;2;0;0
167;141;0;1;0;0
54;58;0;1;0;0
260;217;16;3;3;2
87;96;3;1;1;0
6;7;3;1;0;0
2;2;1;1;0;0
71;64;3;1;0;0
2;2;0;0;0;0
8;3;0;0;0;0
34;50;2;0;0;0
54;60;5;3;0;0
18;20;0;0;1;0
31;16;0;0;0;0
2;2;0;0;0;0
0;2;0;0;0;0
61;64;2;0;0;0
38;43;2;0;0;0
20;18;1;0;0;0
10;7;0;1;0;0
2;3;0;0;0;0
5;0;0;1;0;0
45;42;1;0;0;0
2;0;1;1;1;0
39;33;1;2;0;0
5;2;0;0;0;0
63;64;3;2;1;0
5;5;0;0;0;0
0;2;0;0;0;0
7;4;0;0;0;0
37;35;2;1;0;0
1;2;0;0;0;0
4;6;0;0;0;0
12;7;0;0;0;0
396;319;5;1;2;0
515;549;14;2;2;0
0;85;0;5;0;0
412;304;0;3;0;0
156;180;1;0;1;0
0;1;0;0;0;0
136;17;4;0;6;1
39;26;2;0;0;0
63;78;2;0;1;0
10;8;0;0;0;0
4;2;0;0;0;0
6;4;0;0;0;0
14;6;0;0;0;0
6;11;1;1;0;0
2;4;0;0;0;0
1;1;0;0;0;0
2;0;0;0;0;0
1;1;0;0;0;0
3;2;0;0;0;0
2;2;0;0;0;0
5;2;0;0;0;0
4;2;0;1;0;0
2;3;1;0;0;0
17;25;0;0;0;0
4;4;0;0;0;0
2;4;0;0;0;0
309;318;24;12;0;1
155;163;14;9;11;2
66;69;1;0;1;0
135;142;72;37;4;2
89;63;7;1;1;0
77;72;0;0;0;0
13;11;1;0;0;0
4;15;0;0;0;0
2;3;0;0;0;0
6;3;0;0;0;0
4;1;0;0;0;0
2;3;1;0;0;0
2;5;0;0;0;0
7;9;0;0;0;0
2;4;0;0;0;0
10;8;0;0;0;0
1;7;0;0;0;0
5;10;0;0;0;0
7;6;0;0;0;0
76;73;2;3;0;0
41;42;3;2;0;0
6;8;0;1;0;0
2;5;0;0;0;0
3;2;0;0;0;0
3;3;0;0;0;0
91;85;3;2;1;0
5;7;0;0;0;0
1;2;0;0;0;0
43;38;3;0;0;1
5;3;0;0;0;0
2;3;0;0;0;0
16;16;2;0;1;0
16;14;2;0;0;0
15;9;1;0;0;0
2;3;0;0;0;0
2;1;0;2;0;0
9;18;0;0;0;0
161;184;18;8;1;0
256;297;7;1;1;0
132;143;2;0;0;0
52;41;1;1;0;0
19;21;0;0;0;0
37;35;1;0;0;0
49;35;3;1;0;0
31;24;3;1;0;0
3;1;0;0;0;0
5;3;0;0;0;0
2;0;0;0;0;0
5;7;0;1;0;0
8;7;0;0;0;0
6;9;0;0;0;0
11;9;1;0;0;0
11;12;1;0;0;0
2;1;0;0;0;0
1;1;0;0;0;0
3;2;0;0;0;0
28;32;3;0;0;0
10;10;0;0;0;1
0;2;0;0;0;0
4;0;0;0;0;0
5;0;0;0;0;0
4;6;0;0;0;0
11;5;0;0;0;0
1;2;0;0;0;0
4;1;0;0;0;0
7;3;0;0;0;0
15;9;0;0;0;0
8;4;0;0;0;0
201;168;2;0;1;0
2;1;0;0;0;0
6;8;0;0;0;0
3;2;0;0;0;0
1;1;0;0;0;0
33;36;1;1;0;0
3;3;0;0;0;0
2;2;0;0;0;0
31;35;1;0;0;0
4;3;0;0;0;0
18;14;1;0;0;0
2;0;0;0;0;0
3;0;0;0;0;0
29;22;0;0;0;0
3;0;0;0;0;0
0;2;0;0;0;0
1;0;0;0;0;0
3;1;0;0;0;0
14;18;0;0;0;0
3;5;0;0;0;0
7;1;0;0;0;0
39;43;0;1;0;0
8;6;0;1;0;0
38;47;1;0;0;0
2;0;0;0;0;0
3;5;0;1;0;0
13;14;1;0;0;0
3;3;0;0;0;0
34;44;1;2;0;0
2;4;0;0;0;0
7;5;0;0;0;0
20;10;0;0;0;0
89;60;1;1;0;0
80;49;1;0;1;1
1;0;0;0;0;0
2;2;0;0;0;0
7;1;0;0;0;0
2;1;0;0;0;0
33;20;4;3;1;0
0;7;0;0;0;0
2;2;0;0;0;0
1;3;0;0;0;0
4;2;0;0;0;0
137;123;11;3;1;1
2;2;0;0;0;0
1;3;0;0;0;0
5;1;0;0;0;0
12;14;3;2;0;1
29;35;4;1;0;1
480;175;48;8;13;1
266;192;28;5;1;2
113;26;0;0;5;1
0;343;0;8;0;0
117;92;6;3;0;0
57;38;1;0;0;0
48;26;2;0;0;1
36;43;4;3;0;0
25;21;2;1;0;0
6;6;0;0;0;0
11;6;2;0;0;0
158;121;8;1;0;0
5;5;0;0;0;0
16;12;1;0;1;0
2;1;0;0;0;0
298;340;19;4;0;0
56;121;2;2;2;5
80;67;0;0;0;0
2;0;0;0;0;0
9;10;0;0;0;0
1;0;0;0;0;0
22;10;3;2;0;0
0;1;0;0;0;0
0;1;0;0;0;0
0;3;0;0;0;0
3;4;0;0;0;0
7;3;1;0;0;0
6;4;0;0;0;0
2;6;0;1;0;0
2;1;0;0;0;0
5;4;0;0;0;0
0;2;0;0;0;0
31;14;4;0;0;0
1;2;0;0;0;0
0;1;0;0;0;0
3;2;0;0;0;0
1;0;0;0;0;0
14;17;5;0;3;2
160;143;5;3;0;4
80;52;0;0;4;0
40;34;0;0;0;0
32;33;0;0;0;0
40;37;3;0;0;0
62;68;1;1;0;0
52;56;0;0;0;1
3;2;0;0;0;0
17;19;0;0;0;0
6;9;0;1;0;0
9;6;0;0;1;0
33;31;0;0;0;0
22;8;0;0;0;0
34;26;0;0;0;0
26;17;0;0;0;0
270;283;7;5;1;1
3;6;1;0;0;0
3;2;1;0;0;0
5;5;0;0;0;0
22;16;0;0;0;0
7;9;0;0;0;0
3;1;0;0;0;0
11;7;0;0;0;0
7;7;0;0;0;0
5;7;0;0;0;0
124;144;10;4;12;7
293;228;15;5;1;3
85;68;0;0;0;0
134;113;2;0;0;0
56;54;1;0;0;0
15;18;0;0;0;0
13;18;0;0;0;0
56;55;0;0;0;0
2;3;0;0;0;0
3;0;0;0;0;0
10;2;0;0;0;0
1;1;0;0;0;0
6;2;0;0;0;0
338;331;3;1;1;1
2;2;0;0;0;0
3;2;0;0;0;0
1;0;0;0;0;0
4;1;0;0;0;0
20;14;0;0;0;0
0;1;0;0;0;0
1;1;0;0;0;0
155;179;0;0;0;0
43;50;0;0;0;0
1;2;0;0;0;0
4;0;0;0;0;0
5;2;0;0;0;0
1;2;0;0;0;0
5;0;0;0;0;0
1;1;0;0;0;0
130;107;0;0;0;0
1;0;0;0;0;0
16;6;0;0;0;0
1;6;0;0;0;0
4;6;0;0;0;0
7;3;0;0;0;0
13;9;0;1;0;0
3;3;0;0;0;0
20;13;2;0;0;0
30;22;0;0;0;0
5;3;0;0;0;0
6;8;0;0;0;0
8;5;0;0;0;0
7;3;0;1;0;0
2;1;0;0;0;0
4;1;0;0;0;0
2;1;0;0;0;0
1;0;0;0;0;0
0;461;0;2;0;1
7;2;0;0;9;3
166;178;20;14;18;0
166;82;10;2;5;1
69;50;3;2;0;0
139;97;2;0;0;0
3;2;0;0;0;0
2;2;0;0;0;0
7;10;0;0;0;0
71;58;0;0;0;2
16;10;2;0;0;0
5;4;0;0;0;0
24;13;0;0;0;0
32;36;2;0;0;0
9;9;1;0;0;0
21;12;0;1;0;0
19;25;0;1;0;0
34;25;0;0;1;0
7;7;0;0;0;0
12;8;0;0;1;0
24;16;0;0;0;0
64;45;0;1;0;0
90;71;0;0;0;0
49;45;1;0;1;0
3;1;0;0;0;0
3;2;0;0;0;0
45;27;0;0;0;0
3;2;0;0;0;0
18;21;0;0;0;0
17;10;0;0;0;0
2;4;0;0;0;0
4;3;0;0;0;0
85;66;0;2;0;1
13;8;1;0;0;0
141;144;0;0;0;0
43;56;1;0;0;0
133;134;16;17;12;4
196;186;7;3;0;0
62;72;0;0;0;0
9;8;0;0;0;0
40;47;5;2;0;0
59;40;1;0;0;0
78;83;3;0;0;0
88;65;5;0;0;0
4;6;0;0;0;0
5;4;0;0;0;0
84;95;6;9;2;0
118;110;0;1;4;2
79;43;2;1;0;0
45;45;0;1;0;0
111;129;7;5;2;3
105;84;9;3;1;1
60;58;1;0;0;0
33;40;2;1;0;0
166;236;8;7;1;2
12;32;1;1;3;1
63;59;13;7;1;1
114;29;8;3;5;1
126;89;4;4;2;2
111;86;17;7;3;1
67;64;7;3;1;2
24;14;3;8;6;3
38;56;0;0;0;0
19;6;5;0;1;0
267;297;18;10;3;2
0;359;0;0;0;1
299;294;3;1;0;0
168;144;3;2;1;1
376;453;11;7;3;0
198;188;3;3;1;2
135;179;0;0;0;0
140;128;3;1;0;0
322;282;8;2;1;0
80;76;1;0;0;0
123;115;0;0;0;0
86;82;0;5;0;0
78;48;4;0;0;0
2;0;0;0;0;0
24;16;1;2;0;0
3;4;0;0;0;0
16;9;2;0;0;0
11;5;0;0;0;0
1;5;0;0;0;0
94;73;4;2;0;0
73;58;1;1;0;0
51;50;0;0;2;1
126;102;3;3;2;0
37;25;3;3;1;0
50;44;2;3;0;2
82;61;2;0;0;0
20;19;4;2;1;0
29;11;1;3;0;1
253;244;11;4;0;1
57;43;3;1;0;0
67;35;3;0;1;0
151;151;3;4;0;0
21;11;0;2;0;0
962;97;17;1;6;0
0;348;0;8;0;3
53;57;17;5;9;5
112;85;12;8;5;1
46;14;4;3;1;0
573;402;19;10;3;0
110;82;4;0;1;0
155;123;11;8;2;1
95;72;6;2;0;0
147;127;10;7;1;1
87;94;5;3;0;0
83;66;1;1;1;1
53;44;6;2;0;0
47;44;4;0;1;0
67;38;1;1;2;0
50;36;2;0;1;0
68;50;3;0;0;0
238;262;0;0;0;2
25;22;7;3;1;0
0;318;0;4;0;0
136;151;1;5;1;0
166;176;2;1;0;0
161;141;7;4;0;0
86;120;7;5;2;1
116;79;1;4;3;0
56;58;3;0;0;0
40;26;2;0;0;0
55;45;2;0;0;0
73;47;1;0;0;1
7;6;0;0;0;0
12;13;2;0;0;0
28;23;1;0;0;0
143;178;4;5;0;1
34;22;0;0;0;0
28;52;0;0;0;1
214;254;15;5;0;0
134;91;17;3;0;1
81;74;9;4;2;1
26;19;3;1;0;0
34;23;0;0;0;1
29;16;1;0;0;0
40;24;1;0;0;0
244;278;12;13;0;0
72;72;2;0;1;1
82;68;4;1;1;0
44;36;3;0;0;1
42;53;1;0;0;0
50;48;2;0;0;0
164;173;18;7;5;11
248;187;9;2;0;1
60;50;0;0;0;1
84;88;3;2;0;0
119;86;10;1;0;0
79;82;3;2;0;0
106;98;4;1;0;1
20;16;5;0;1;0
21;17;2;0;0;0
45;36;0;1;0;0
33;25;0;0;0;0
139;148;12;11;0;1
128;126;6;0;0;0
211;263;5;4;3;0
155;164;17;5;2;2
68;81;3;2;0;0
152;143;13;5;10;4
21;19;2;3;0;1
54;44;1;1;0;0
56;57;3;2;0;0
48;47;3;1;0;0
156;137;0;0;1;1
20;15;4;4;0;0
173;83;19;4;7;0
126;173;8;8;0;0
9;25;5;1;4;5
20;231;2;17;0;7
0;492;0;8;0;3
139;47;17;7;1;2
142;132;18;9;1;0
287;239;10;10;1;0
133;98;20;11;4;0
97;89;2;1;0;1
108;46;7;1;1;0
111;45;11;5;5;1
32;14;2;2;0;0
45;21;1;0;0;1
32;62;2;1;1;3
37;44;1;0;0;0
155;200;2;4;0;0
71;46;4;3;0;1
267;345;11;12;0;0
775;0;31;0;6;0
17;8;9;1;8;7
152;259;0;2;0;0
440;373;1;1;0;0
198;246;13;10;2;0
132;107;1;2;3;3
88;95;8;8;4;2
103;94;8;2;0;0
52;55;5;3;0;0
15;8;0;0;0;0
32;19;0;0;0;0
139;117;4;2;2;0
43;38;2;1;8;4
63;54;2;2;1;2
87;118;20;4;1;0
142;113;1;1;2;1
60;40;4;3;5;0
126;75;9;3;4;0
81;44;2;1;3;0
49;41;3;1;1;0
313;243;8;5;0;0
1;509;0;22;0;1
77;72;5;1;1;1
54;31;0;0;0;0
83;43;4;4;0;1
685;81;57;6;26;4
139;94;3;3;0;0
160;144;11;4;0;1
185;157;7;0;0;0
51;33;2;1;1;0
200;178;8;3;1;2
241;292;8;7;0;0
185;186;12;5;5;3
52;20;5;1;0;0
63;54;3;1;1;2
40;34;0;0;0;0
61;43;2;1;0;0
64;49;1;0;0;0
76;59;1;1;1;0
9;2;0;0;0;0
33;36;0;0;0;0
17;22;2;2;0;0
176;210;28;33;5;4
132;143;24;8;0;0
189;134;4;2;2;1
121;166;5;6;2;0
107;69;2;1;0;1
187;149;1;0;0;0
52;34;5;2;3;1
82;71;12;2;2;3
11;15;0;0;0;2
129;114;7;0;4;0
22;19;2;3;0;0
145;179;2;2;1;0
77;62;10;3;0;0
182;198;10;7;1;0
0;264;0;1;0;0
253;57;12;1;0;0
174;159;7;1;0;0
75;82;8;6;6;2
68;61;5;1;0;0
59;67;9;10;2;1
15;16;0;0;0;0
4;2;0;0;0;0
34;37;1;0;0;1
33;21;2;1;0;0
217;210;13;7;2;0
363;543;28;15;19;16
515;50;51;3;10;1
29;38;1;0;1;2
45;25;9;3;5;2
78;6;38;2;45;9
36;22;6;3;3;0
109;93;8;3;2;1
40;44;7;4;0;1
116;105;4;7;1;0
115;75;6;5;5;1
63;51;14;3;1;2
12;13;0;0;2;0
63;79;3;4;1;1
0;195;0;7;0;4
48;45;9;5;4;0
85;59;4;5;2;1
105;49;1;1;1;0
89;57;3;1;0;0
141;85;21;11;6;5
563;0;27;0;5;0
2;360;0;35;0;5
0;401;0;21;0;2
63;56;7;3;0;0
33;29;5;2;1;2
92;68;0;0;1;0
166;165;20;16;2;6
81;71;12;2;0;1
110;74;4;0;2;1
68;31;5;1;2;0
186;159;10;9;2;0
48;36;3;2;2;1
60;62;8;4;0;1
75;52;3;1;0;0
61;44;0;1;1;2
47;22;0;0;2;0
72;45;7;2;0;3
164;186;2;1;1;0
146;146;8;10;3;2
52;35;6;3;1;2
90;62;3;3;2;1
112;98;2;4;3;1
35;27;15;7;0;0
108;121;7;4;0;3
45;68;0;1;0;0
228;457;2;4;0;0
232;206;24;15;2;0
132;109;15;11;2;3
4;2;8;1;2;0
247;285;25;13;1;4
150;300;5;16;0;0
126;202;2;3;0;0
690;0;14;0;3;0
275;246;0;0;2;0
158;129;9;7;1;0
293;264;7;7;0;1
364;264;7;4;0;0
91;56;6;2;1;0
128;101;11;2;0;0
223;186;6;2;3;0
73;100;3;3;3;0
142;126;6;2;0;1
302;348;8;3;1;0
107;117;2;5;0;1
128;162;3;3;2;0
205;227;26;17;1;4
213;180;21;13;1;1
153;182;5;7;1;0
85;83;6;3;0;1
70;73;0;0;0;0
309;264;0;0;0;0
70;266;0;2;0;2
233;206;2;2;2;3
105;106;3;0;1;0
125;120;2;2;2;1
159;153;3;1;0;0
27;24;0;2;0;2
145;124;0;2;2;0
63;58;1;1;0;0
39;29;0;0;1;0
134;203;56;52;10;11
233;53;21;6;16;3
16;6;8;2;5;4
121;91;4;9;1;0
14;14;2;0;2;3
32;30;7;3;5;1
159;161;15;14;13;10
27;29;4;5;1;6
1;434;0;17;0;2
95;91;6;3;1;2
71;55;2;1;3;0
76;119;4;2;1;4
242;196;14;8;2;6
157;145;8;7;0;4
272;167;20;8;0;3
165;140;40;6;11;4
132;128;7;4;2;1
120;104;5;1;3;1
179;122;12;5;2;0
67;45;4;1;1;0
89;72;3;0;0;1
82;57;5;0;4;2
68;61;4;3;0;0
171;134;14;5;0;1
94;74;6;1;0;1
55;46;4;0;2;2
98;82;4;1;2;0
105;97;5;4;1;0
80;69;6;1;0;0
91;96;6;3;0;0
255;205;24;6;2;1
113;79;9;5;2;0
71;51;5;5;2;2
19;9;4;3;5;5
80;108;1;1;2;1
38;24;2;0;1;2
144;134;8;1;0;0
81;71;7;5;1;0
66;68;5;7;2;1
87;52;4;2;3;3
15;107;3;12;2;1
183;129;16;7;5;2
33;33;4;0;1;0
584;0;17;0;2;0
495;559;4;6;2;1
160;447;9;5;0;0
61;0;4;0;4;0
137;166;11;3;1;0
114;85;16;5;2;1
224;218;15;9;3;2
177;250;5;7;1;3
308;351;34;30;1;0
150;112;11;5;0;2
142;182;1;2;0;0
299;267;4;1;0;0
195;280;1;3;1;3
304;375;15;20;5;1
269;284;7;7;1;2
605;635;17;6;1;1
73;74;0;3;1;3
109;109;1;1;1;0
88;82;3;2;0;1
109;121;3;1;0;1
130;134;9;8;2;1
63;59;0;0;2;0
76;122;0;0;0;1
209;270;1;0;0;0
96;82;1;1;0;0
247;253;2;0;4;3
0;494;0;0;0;11
78;71;2;0;1;2
449;0;4;0;1;0
86;64;1;1;0;0
184;226;0;0;0;1
131;170;0;3;0;0
230;219;9;3;0;1
127;121;1;0;0;1
74;73;4;1;4;2
84;83;1;1;0;1
361;411;3;0;2;4
179;215;14;20;2;0
61;56;3;1;0;0
77;79;7;3;1;0
17;16;3;6;3;3
84;78;37;10;7;6
64;48;6;3;0;1
29;25;1;0;1;0
300;333;32;19;3;4
149;178;5;1;1;0
247;235;21;14;5;11
154;141;11;13;3;0
107;120;4;5;2;2
96;80;4;1;1;0
123;103;6;2;0;1
42;25;1;1;0;0
